source_user_id,target_user_id
201346768,798639717705272960
62558658,1538327216
42210513,42210513
357829739,1107296448
1696562095586959872,191167764
1696562095586959872,1326229737551912960
2247798150,2247798150
2561954477,2561954477
883364942036045056,883364942036045056
710620101519790080,710620101519790080
705364772800306944,705364772800306944
705364772800306944,705364772800306944
2499334778,207952026
14853286,39743812
3073772984,3073772984
3073772984,3073772984
3073772984,3073772984
178426958,178426958
429679519,429679519
842296523840929024,375721095
1048677464250200064,1048677464250200064
1048677464250200064,1048677464250200064
1648195368226800128,1648195368226800128
1533987305014320896,1533987305014320896
42173977,42173977
833875538901078016,833875538901078016
3308403699,3308403699
948609331779570944,948609331779570944
948609331779570944,948609331779570944
1439479301389398016,1439479301389398016
1439479301389398016,1439479301389398016
1439479301389398016,1439479301389398016
1439479301389398016,1439479301389398016
1439479301389398016,425345804
1439479301389398016,425345804
1439479301389398016,425345804
1439479301389398016,425345804
1439479301389398016,425345804
1439479301389398016,425345804
1439479301389398016,425345804
1590158686650959872,1590158686650959872
1346762976817250048,1346762976817250048
1664440760807079936,1664440760807079936
1696537551484679936,1696537551484679936
196707379,803694179079458816
196707379,1349149096909668096
196707379,44196397
196707379,196707379
196707379,196707379
196707379,196707379
196707379,196707379
1090420544376310016,1090420544376310016
26230231,26230231
210667042,210667042
210667042,210667042
210667042,210667042
210667042,210667042
1457624051820549888,1915033663
3884445734,3884445734
3884445734,3884445734
902603904,1107296448
45001986,45001986
45001986,45001986
1626949638409560064,1626949638409560064
1626949638409560064,1626949638409560064
1260764403294759936,1260764403294759936
3837692241,3837692241
3837692241,3837692241
1583054585521959936,1583054585521959936
1592196982382149888,1592196982382149888
141225622,141225622
1671875901137769984,1671875901137769984
119982327,119982327
119982327,119982327
1050318381965083008,1050318381965083008
1050318381965083008,1050318381965083008
1050318381965083008,1050318381965083008
349059623,349059623
1427443686720339968,1427443686720339968
912625096635928064,912625096635928064
1565475028010941952,1565475028010941952
1565475028010941952,1565475028010941952
1565475028010941952,1565475028010941952
1565475028010941952,1565475028010941952
1565475028010941952,1565475028010941952
1565475028010941952,1565475028010941952
1565475028010941952,1565475028010941952
1565475028010941952,1565475028010941952
314185609,314185609
314185609,314185609
314185609,314185609
314185609,314185609
314185609,314185609
314185609,314185609
314185609,314185609
314185609,314185609
139947140,139947140
1317966742287600128,1317966742287600128
1241820700446469888,1241820700446469888
21122377,21122377
69001832,69001832
1466477591427232000,1466477591427232000
16994839,16994839
1662443352518949888,1662443352518949888
1485220377118660096,1485220377118660096
1498710474174651904,1498710474174651904
1287958245009690112,1287958245009690112
1287958245009690112,1287958245009690112
347089630,347089630
835947565879331968,835947565879331968
1201975879917814016,29549839
1201975879917814016,1201975879917814016
1201975879917814016,1201975879917814016
1038533985918504960,1533857787486387968
72655429,72655429
72655429,72655429
1264214958843334912,1264214958843334912
1264214958843334912,1264214958843334912
1264214958843334912,1264214958843334912
1264214958843334912,1264214958843334912
1338553271007531008,1338553271007531008
1338553271007531008,1338553271007531008
1338553271007531008,1338553271007531008
52586194,52586194
1372434755111759872,53347647
47529168,47529168
36274563,36274563
990047921331757056,990047921331757056
990047921331757056,990047921331757056
1519153888217100032,1519153888217100032
1359093184836600064,1359093184836600064
1359093184836600064,1359093184836600064
1056683992320169984,1056683992320169984
428726298,428726298
1399794697351008000,1399794697351008000
1399794697351008000,1399794697351008000
972240416325106944,972240416325106944
1446471120845110016,1446471120845110016
55676741,55676741
14939849,14939849
14939849,14939849
14939849,14939849
964997909623143936,964997909623143936
1523721052353875968,1523721052353875968
1523721052353875968,1523721052353875968
1523721052353875968,1523721052353875968
1523721052353875968,1523721052353875968
1523721052353875968,1523721052353875968
1523721052353875968,1523721052353875968
1523721052353875968,1523721052353875968
1523721052353875968,1523721052353875968
1621971007350128896,1621971007350128896
1435988030649630976,748528569064710144
1435988030649630976,748528569064710144
1038669374,1038669374
1381079557466279936,1381079557466279936
348492203,348492203
56312505,2835451658
1497699359143739904,901030183213445120
927578906,927578906
927578906,927578906
21882286,621543
1600119995299940096,1600119995299940096
343990983,343990983
1151913251329970048,1151913251329970048
1156251751097479936,1156251751097479936
49304503,49304503
974678088234790016,974678088234790016
1671567398128709888,1427361863830949888
1658448273974119936,954336280380346368
1541116002322330112,16106584
1013784354512920064,1013784354512920064
2871542189,95092020
1602188756810800896,1602188756810800896
1602188756810800896,1602188756810800896
1602188756810800896,1602188756810800896
1012475880248140032,1012475880248140032
1110218126,1110218126
2463511302,2463511302
1615742263354609920,1615742263354609920
1615742263354609920,1615742263354609920
1370421111993870080,1370421111993870080
1370421111993870080,1370421111993870080
415332198,415332198
2726875124,2726875124
2726875124,2726875124
2726875124,2726875124
8126122,8126122
8126122,8126122
8126122,8126122
8126122,8126122
8126122,8126122
8126122,8126122
8126122,8126122
883344936,883344936
1645439208444555008,1645439208444555008
1645439208444555008,1645439208444555008
2432287297,2432287297
1609153393175429888,1609153393175429888
1286511854,1286511854
1397307265,1397307265
1397307265,1397307265
214159640,214159640
781854781681852032,781854781681852032
781854781681852032,781854781681852032
37760584,37760584
26156170,26156170
2598104989,2598104989
2598104989,2598104989
2598104989,2598104989
20084112,20084112
1508385752207480064,1508385752207480064
26013256,26013256
1455257583896379904,1455257583896379904
1489643051752369920,1489643051752369920
1489643051752369920,1489643051752369920
1489643051752369920,1489643051752369920
1489643051752369920,1489643051752369920
1489643051752369920,1489643051752369920
1489643051752369920,1489643051752369920
90247601,90247601
90247601,90247601
90247601,90247601
90247601,90247601
90247601,90247601
90247601,90247601
90247601,90247601
14770715,14770715
14770715,14770715
50276476,50276476
804956651119869056,804956651119869056
804956651119869056,804956651119869056
1544030167412110080,1544030167412110080
1668301242274129920,1668301242274129920
22803269,22803269
22803269,22803269
371518118,371518118
20188504,20188504
20188504,20188504
1426883915931734016,1426883915931734016
1008724670378659968,1008724670378659968
1008724670378659968,1008724670378659968
1008724670378659968,1008724670378659968
1008724670378659968,1008724670378659968
1242045665829619968,1242045665829619968
1489276046981659904,1154105453317669888
1400535511601659904,1400535511601659904
1400535511601659904,1400535511601659904
1651510985272989952,1651510985272989952
2459278932,2459278932
2459278932,2459278932
1280153686019389952,1280153686019389952
2342347670,2342347670
1285214045168189952,1285214045168189952
736504934,245687754
1478130534861742080,1478130534861742080
1478130534861742080,1478130534861742080
414074399,414074399
414074399,414074399
414074399,414074399
414074399,414074399
414074399,414074399
414074399,414074399
414074399,414074399
414074399,414074399
414074399,414074399
414074399,414074399
414074399,414074399
414074399,414074399
414074399,414074399
414074399,414074399
414074399,414074399
414074399,414074399
414074399,414074399
17601158,17601158
3957369837,3957369837
1359594012609499904,1359594012609499904
36691916,36691916
1603865894848969984,1603865894848969984
1118873332147990016,1118873332147990016
1233819535410480128,1233819535410480128
379158428,379158428
24283002,24283002
54449403,54449403
54449403,54449403
97276607,97276607
1039637597461650944,1039637597461650944
1598147083,207697553
1598147083,207697553
1671239251030320128,1342099797898089984
873974081414197248,873974081414197248
460616478,460616478
47944340,47944340
2987881043,2726696907
566407037,566407037
48472787,48472787
1676283137385730048,16997512
1397120478628640000,1397120478628640000
1397120478628640000,1397120478628640000
20770625,20770625
403896413,403896413
403896413,403896413
1242092810288979968,1242092810288979968
1174099308330609920,1174099308330609920
745504152,745504152
2253307561,95092020
1360996069778326016,1360996069778326016
14575130,14575130
14575130,14575130
1101017565453737984,1101017565453737984
1101017565453737984,1101017565453737984
1101017565453737984,1101017565453737984
1101017565453737984,1101017565453737984
1101017565453737984,1101017565453737984
1101017565453737984,1101017565453737984
1101017565453737984,1101017565453737984
1101017565453737984,1101017565453737984
1101017565453737984,1101017565453737984
1101017565453737984,1101017565453737984
1101017565453737984,1101017565453737984
1101017565453737984,1101017565453737984
1645820904578981888,1645820904578981888
1645820904578981888,1645820904578981888
1645820904578981888,1645820904578981888
22050712,37963496
514232740,514232740
128626589,14173315
128626589,128626589
1267576165025390080,1267576165025390080
1696542879735219968,1461789040764659968
1047878553159810048,1047878553159810048
434627971,434627971
830070396347113472,830070396347113472
830070396347113472,830070396347113472
830070396347113472,830070396347113472
830070396347113472,830070396347113472
830070396347113472,830070396347113472
830070396347113472,830070396347113472
830070396347113472,830070396347113472
830070396347113472,830070396347113472
830070396347113472,830070396347113472
830070396347113472,830070396347113472
830070396347113472,830070396347113472
830070396347113472,830070396347113472
226804152,226804152
226804152,226804152
1103747036048950016,1103747036048950016
1567438161193659904,57614131
22649442,1342099797898089984
854360449537765376,854360449537765376
854360449537765376,854360449537765376
2923736941,2923736941
1441903992913590016,1441903992913590016
1441903992913590016,1441903992913590016
1104406818,1342099797898089984
696609275251159040,1615134128671709952
1329398856707084032,1329398856707084032
1329398856707084032,1329398856707084032
853248218917949056,853248218917949056
1093539168758640000,1093539168758640000
1242149471154129920,95092020
1123217194404460032,1123217194404460032
879781663609323008,37963496
1008707191346460032,1008707191346460032
489151808,489151808
489151808,489151808
489151808,489151808
489151808,489151808
489151808,489151808
489151808,489151808
489151808,489151808
1680936878328120064,1680936878328120064
1027380875556790016,1027380875556790016
1027380875556790016,4429003533
1109266184770380032,1109266184770380032
1109266184770380032,1109266184770380032
1431273295362530048,1431273295362530048
1431273295362530048,1431273295362530048
1633545067456499968,1633545067456499968
1431371051527598080,1431371051527598080
1424459467094210048,1424459467094210048
1523766373,170280910
3278697066,3278697066
2534174700,1364259892299760128
328756473,1244399800511940096
1546314043257910016,1255250475127054080
2375299267,2375299267
1609947114997530112,1609947114997530112
1609947114997530112,1609947114997530112
1976200404,1976200404
188522584,188522584
188522584,188522584
188522584,188522584
1268262898452709888,1268262898452709888
1192156126290292992,1192156126290292992
1192156126290292992,1192156126290292992
2352246085,2352246085
2553485468,836381776025104384
1343832768011089920,1343832768011089920
862705624026553984,862705624026553984
1343028709629042944,405407038
1242227464560160000,1242227464560160000
1583426406897280000,1583426406897280000
950472764,950472764
950472764,950472764
1403999841521260032,1403999841521260032
1693358885346700032,1256273700510469888
1693358885346700032,1693358885346700032
1693358885346700032,1256273700510469888
3060755820,1495848779701839872
131607963,131607963
894638950735858944,894638950735858944
1039141005969240064,1915033663
1634551510343219968,1634551510343219968
900925398065794944,1344356576786865920
1315847067692986112,1315847067692986112
1315847067692986112,1315847067692986112
1315847067692986112,1315847067692986112
820044267389415040,1178002374063010048
820044267389415040,820044267389415040
1163791345825250048,1163791345825250048
1242638532059021056,1242638532059021056
1123075015,738080573365702656
75043625,75043625
273308923,273308923
111556423,111556423
111556423,111556423
1526336807595549952,1526336807595549952
3794682452,14499829
